FileName,Alpha,CharRuleCount,MCBRuleCount,CharConditionCount,MCBConditionCount
"hepatitis-35","1","45","45","233","233"
"hepatitis-35","0.9","45","45","233","233"
"hepatitis-35","0.8","45","45","233","233"
"hepatitis-35","0.7","45","45","233","233"
"hepatitis-35","0.6","45","45","233","233"
"hepatitis-35","0.5","45","45","233","233"
"hepatitis-35","0.4","45","45","233","233"
"hepatitis-35","0.3","45","45","233","233"
"hepatitis-35","0.2","45","45","233","233"
"hepatitis-35","0.1","45","45","233","233"
"hepatitis-35","0","45","10","233","10"
