FileName,Alpha,CharRuleCount,MCBRuleCount,CharConditionCount,MCBConditionCount
"lymphography-35","1","34","37","114","131"
"lymphography-35","0.9","34","37","114","131"
"lymphography-35","0.8","34","37","114","131"
"lymphography-35","0.7","34","37","114","131"
"lymphography-35","0.6","34","37","114","131"
"lymphography-35","0.5","42","37","149","131"
"lymphography-35","0.4","42","37","149","131"
"lymphography-35","0.3","42","37","149","131"
"lymphography-35","0.2","42","37","149","131"
"lymphography-35","0.1","42","37","149","131"
"lymphography-35","0","42","37","149","131"
"hepatitis-35","1","31","31","124","124"
"hepatitis-35","0.9","31","31","124","124"
"hepatitis-35","0.8","31","31","124","124"
"hepatitis-35","0.7","31","31","124","124"
"hepatitis-35","0.6","31","31","124","124"
"hepatitis-35","0.5","31","31","124","124"
"hepatitis-35","0.4","31","31","124","124"
"hepatitis-35","0.3","31","31","124","124"
"hepatitis-35","0.2","31","31","124","124"
"hepatitis-35","0.1","31","31","124","124"
"hepatitis-35","0","31","31","124","124"
"breast-35","1","67","50","216","158"
"breast-35","0.9","62","50","198","158"
"breast-35","0.8","70","50","225","158"
"breast-35","0.7","74","50","238","158"
"breast-35","0.6","64","50","192","158"
"breast-35","0.5","71","50","205","158"
"breast-35","0.4","71","50","205","158"
"breast-35","0.3","73","50","211","158"
"breast-35","0.2","78","50","227","158"
"breast-35","0.1","69","50","194","158"
"breast-35","0","69","50","194","158"
"bank-35","1","9","9","9","9"
"bank-35","0.9","9","9","9","9"
"bank-35","0.8","9","9","9","9"
"bank-35","0.7","9","9","9","9"
"bank-35","0.6","9","9","9","9"
"bank-35","0.5","9","9","9","9"
"bank-35","0.4","9","9","9","9"
"bank-35","0.3","9","9","9","9"
"bank-35","0.2","9","9","9","9"
"bank-35","0.1","9","9","9","9"
"bank-35","0","9","9","9","9"
